제목,작가,날짜,링크,유료,성인,미리보기,카테고리,장르,키워드,공,수,엔딩,AI제안장르,AI제안키워드,AI제안공,AI제안수,AI제안엔딩,요약,본문추출,AI원본응답,AI신뢰도,AI처리일시,정리메모,시리즈,시리즈명,시리즈회차,연재상태,상태근거,시리즈열통일,시리즈열통일메모,장르키워드5개제한,장르키워드5개제한메모
그럼에도 불구하고,름,2022-08-09,https://www.postype.com/@note-in-note/post/12880239,X,X,"름 2022. 8. 9.  ·  비밀노트 그럼에도 불구하고 혚쾌 회승은 생각했다. 이 모든 게 다 이승협 때문이라고. 아버지가 어머니를 내팽개치고 이혼을 한 것도, 이혼한 지 한 ",글,"학원물, 혐관물","혐관, 상처, 짝사랑, 질투, 학원물",다정공,"상처수, 짝사랑수",,,"재혼가정, 의붓형제, 열등감",,,,부모의 재혼으로 의붓형제가 된 두 사람의 복잡한 감정과 열등감,이혼한 지 한 달도 채 되지 않아 이승협의 어머니와 재혼을 한 것도,"{""id"":""321"",""category"":""글"",""genres"":[""현대물"",""학원물"",""혐관물""],""keywords"":[""혐관"",""상처"",""짝사랑"",""질투"",""학원물""],""top"":[""다정공""],""bottom"":[""상처수"",""짝사랑수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""재혼가정"",""의붓형제"",""열등감""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""부모의 재혼으로 의붓형제가 된 두 사람의 복잡한 감정과 열등감"",""evidence"":""이혼한 지 한 달도 채 되지 않아 이승협의 어머니와 재혼을 한 것도"",""confidence"":0.9,""note"":""본문 텍스트 기반 분류""}",0.9,2026-06-14 22:01,,,,,,,,,Y,"장르 현대물 제거: 현대물, 학원물, 혐관물 -> 학원물, 혐관물"
[혚쾌]One day of Summer,다음,2022-08-05,https://www.postype.com/@daeum0520/post/12851670,X,X,다음 2022. 8. 5.  ·  끼적끄적 [혚쾌]One day of Summer 고교야구부 배터리 혚쾌 배터리 혚쾌(배터리 : 투수와 포수를 묶어 칭하는 말) 투수 혚×포수 쾌 ,글,"스포츠물, 학원물, 청게","구원, 상처, 달달물, 학원물","상처공, 순정공","다정수, 능력수",해피엔딩,,"야구부, 배터리",,,,입스로 힘들어하는 투수 승협과 그를 지탱해주는 포수 회승의 청춘 스포츠물,고교야구부 배터리 혚쾌 배터리 혚쾌... 투수 혚×포수 쾌,"{""id"":""322"",""category"":""글"",""genres"":[""현대물"",""스포츠물"",""학원물"",""청게""],""keywords"":[""구원"",""상처"",""달달물"",""학원물""],""top"":[""상처공"",""순정공""],""bottom"":[""다정수"",""능력수""],""ending"":[""해피엔딩""],""suggested_genres"":[],""suggested_keywords"":[""야구부"",""배터리""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""입스로 힘들어하는 투수 승협과 그를 지탱해주는 포수 회승의 청춘 스포츠물"",""evidence"":""고교야구부 배터리 혚쾌 배터리 혚쾌... 투수 혚×포수 쾌"",""confidence"":0.95,""note"":""본문 텍스트 기반 분류""}",0.95,2026-06-14 22:01,,,,,,,,,Y,"장르 현대물 제거: 현대물, 스포츠물, 학원물, 청게 -> 스포츠물, 학원물, 청게"
[혚쾌] 이른 봄 향기가 나,새요,2022-07-24,https://www.postype.com/@tody-n/post/12767398,X,X,새요 2022. 7. 24.  ·  PLAYLIST [혚쾌] 이른 봄 향기가 나 [리얼물] 숙소독립🦊🐰 / 올초에 썼던 글이라 그 때의 캐해가 담겨있습니다 옛날에 승구 진짜 귀여웠,글,"리얼물, 연예계물","비밀연애, 달달물, 첫사랑","다정공, 대형견공","잔망수, 다정수",,,"아이돌, 숙소독립",,,,숙소 독립 후 서로의 마음을 확인하고 연인이 되는 아이돌 리얼물,[리얼물] 숙소독립🦊🐰,"{""id"":""323"",""category"":""글"",""genres"":[""리얼물"",""연예계물"",""현대물""],""keywords"":[""비밀연애"",""달달물"",""첫사랑""],""top"":[""다정공"",""대형견공""],""bottom"":[""잔망수"",""다정수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""아이돌"",""숙소독립""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""숙소 독립 후 서로의 마음을 확인하고 연인이 되는 아이돌 리얼물"",""evidence"":""[리얼물] 숙소독립🦊🐰"",""confidence"":0.9,""note"":""본문 텍스트 기반 분류""}",0.9,2026-06-14 22:01,,,,,,,,,Y,"장르 현대물 제거: 리얼물, 연예계물, 현대물 -> 리얼물, 연예계물"
[혚쾌] 야라 밸리 샤르도네,다음,2022-07-15,https://www.postype.com/@daeum0520/post/12723402,X,X,"다음 2022. 7. 15.  ·  끼적끄적 [혚쾌] 야라 밸리 샤르도네 * 야라 밸리 샤르도네 : '자이언트 스텝스'에서 생산하는 화이트 와인. 감귤, 복숭아, 멜론, 사과, 무",글,현대물,"달달물, 첫사랑",다정공,다정수,,,"소믈리에, 싱어송라이터",,,,싱어송라이터 승협과 소믈리에 회승의 달콤하고 풋풋한 로맨스,싱어송라이터혚 X 소믈리에쾌,"{""id"":""324"",""category"":""글"",""genres"":[""현대물""],""keywords"":[""달달물"",""첫사랑""],""top"":[""다정공""],""bottom"":[""다정수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""소믈리에"",""싱어송라이터""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""싱어송라이터 승협과 소믈리에 회승의 달콤하고 풋풋한 로맨스"",""evidence"":""싱어송라이터혚 X 소믈리에쾌"",""confidence"":0.9,""note"":""본문 텍스트 기반 분류""}",0.9,2026-06-14 22:01,,,,,,,,,,
[혚쾌] 혚쾌 모의고사/혚쾌고사,PENTA,2022-07-05,https://www.postype.com/@diverecord/post/12657722,X,X,"PENTA 2022. 7. 5.  ·  다이브레코드 [혚쾌] 혚쾌 모의고사/혚쾌고사 아... 혚쾌 모의고사 만들고 싶다 염불외기를 1년,,, 드디어 만들었습니다!! 혚쾌 모의고사!",기타,,,,,,,모의고사,,,,팬이 제작한 혚쾌 모의고사 문제지 및 해설 PDF 공유,"혚쾌 모의고사 만들고 싶다 염불외기를 1년, 드디어 만들었습니다","{""id"":""325"",""category"":""기타"",""genres"":[],""keywords"":[],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""모의고사""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""팬이 제작한 혚쾌 모의고사 문제지 및 해설 PDF 공유"",""evidence"":""혚쾌 모의고사 만들고 싶다 염불외기를 1년, 드디어 만들었습니다"",""confidence"":0.95,""note"":""모의고사 콘텐츠""}",0.95,2026-06-14 22:26,,,,,,,,,,
사랑한단 말은,어 나 얘네 아끼네,2022-07-03,https://www.postype.com/@woo-yoo/post/12658950,X,X,어 나 얘네 아끼네 2022. 7. 3.  ·  내가볼라고 사랑한단 말은 혚쾌 혚쾌 _______________________ 어제는 한발 차이로 지하철 놓치고 지각 겨우 면했다 ,글,"재회물, 학원물","재회, 오해, 상처, 첫사랑, 도망수","집착공, 후회공",상처수,,캠퍼스물,도망수,,,,대학 시절 헤어졌던 전 연인 승협과 우연히 재회하며 얽히는 이야기,그렇게 서로 못본지가 두해가 넘어가는데 아직 이동네 그집에서 살고 있을줄이야,"{""id"":""326"",""category"":""글"",""genres"":[""현대물"",""재회물""],""keywords"":[""재회"",""오해"",""상처"",""첫사랑""],""top"":[""집착공"",""후회공""],""bottom"":[""상처수""],""ending"":[],""suggested_genres"":[""캠퍼스물""],""suggested_keywords"":[""도망수""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""대학 시절 헤어졌던 전 연인 승협과 우연히 재회하며 얽히는 이야기"",""evidence"":""그렇게 서로 못본지가 두해가 넘어가는데 아직 이동네 그집에서 살고 있을줄이야"",""confidence"":0.9,""note"":""본문 텍스트 기반 분류""}",0.9,2026-06-14 22:01,genre: 학원물 / keyword: 도망수,,,,,,,,Y,"장르 현대물 제거: 현대물, 재회물, 학원물 -> 재회물, 학원물"
[혚쾌] 너만 좋으면 돼,새요,2022-06-24,https://www.postype.com/@tody-n/post/12609750,X,O,새요 2022. 6. 24.  ·  PLAYLIST [혚쾌] 너만 좋으면 돼 [알오물] 알파🦊 베타🐰 / 짧은 글 휴대폰 벨소리가 평화로운 적막을 깨며 울렸다. 뒤집어 놓았던 휴대,글,오메가버스,,,,,,"알파, 베타",,,,알파 승협과 베타 회승의 오메가버스 세계관 단편 소설,[알오물] 알파🦊 베타🐰 / 짧은 글,"{""id"":""327"",""category"":""글"",""genres"":[""오메가버스"",""현대물""],""keywords"":[],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""알파"",""베타""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""알파 승협과 베타 회승의 오메가버스 세계관 단편 소설"",""evidence"":""[알오물] 알파🦊 베타🐰 / 짧은 글"",""confidence"":0.85,""note"":""미리보기 기반 분류""}",0.85,2026-06-14 22:01,,,,,,,,,Y,"장르 현대물 제거: 오메가버스, 현대물 -> 오메가버스"
[혚쾌] 괜히 말을 걸어,새요,2022-06-07,https://www.postype.com/@tody-n/post/12520269,X,X,새요 2022. 6. 7.  ·  PLAYLIST [혚쾌] 괜히 말을 걸어 [학원물] 선도부🦊 아이돌연습생🐰 급히 택시에서 내린 회승이 교문까지 달리기 시작했다. 5. 4. 3. ,글,"학원물, 청게",학원물,까칠공,"연하수, 잔망수",,,"선도부공, 아이돌연습생수",,,,선도부 승협과 아이돌 연습생 회승의 풋풋한 학원 로맨스,[학원물] 선도부🦊 아이돌연습생🐰,"{""id"":""328"",""category"":""글"",""genres"":[""학원물"",""청게""],""keywords"":[""학원물""],""top"":[""까칠공""],""bottom"":[""연하수"",""잔망수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""선도부공"",""아이돌연습생수""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""선도부 승협과 아이돌 연습생 회승의 풋풋한 학원 로맨스"",""evidence"":""[학원물] 선도부🦊 아이돌연습생🐰"",""confidence"":0.9,""note"":""""}",0.9,2026-06-14 22:02,,,,,,,,,,
특별하지 않은 어느날,어 나 얘네 아끼네,2022-06-01,https://www.postype.com/@woo-yoo/post/11837641,X,O,어 나 얘네 아끼네 2022. 6. 1.  ·  내가볼라고 특별하지 않은 어느날 혚쾌 승협은 곡 작업을 한창 하다가 눈이 아파 의자를 한껏 제치고 기지게를 쭈욱 편다 오늘이 그러니,글,현대물,일상물,,,,,,,,,곡 작업을 하는 승협과 회승의 일상적인 성인물,승협은 곡 작업을 한창 하다가... 혚쾌,"{""id"":""329"",""category"":""글"",""genres"":[""현대물""],""keywords"":[""일상물""],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""곡 작업을 하는 승협과 회승의 일상적인 성인물"",""evidence"":""승협은 곡 작업을 한창 하다가... 혚쾌"",""confidence"":0.7,""note"":""미리보기 분량이 짧아 키워드 위주 분류""}",0.7,2026-06-14 22:02,,,,,,,,,,
불투명 102%,름,2022-05-31,https://www.postype.com/@note-in-note/post/11976117,X,X,"름 2022. 5. 31.  ·  비밀노트 불투명 102% 혚쾌 *불투명 98% 외전 너와 닿고 싶어. 그것만이 전부였다. 다시 살아 돌아갈 기회가 있다면, 회승과 함께 울고 웃으",글,"판타지, 재회물","재회, 구원, 외전, 죽음","다정공, 순정공","상처수, 다정수",해피엔딩,유령공,,,,,사라져가던 승협이 기적적으로 살아 돌아와 회승과 재회하는 이야기,"다시 살아 돌아갈 기회가 있다면, 회승과 함께 울고 웃으며","{""id"":""330"",""category"":""글"",""genres"":[""판타지"",""재회물""],""keywords"":[""재회"",""구원"",""외전"",""죽음""],""top"":[""다정공"",""순정공""],""bottom"":[""상처수"",""다정수""],""ending"":[""해피엔딩""],""suggested_genres"":[""유령공""],""suggested_keywords"":[],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""사라져가던 승협이 기적적으로 살아 돌아와 회승과 재회하는 이야기"",""evidence"":""다시 살아 돌아갈 기회가 있다면, 회승과 함께 울고 웃으며"",""confidence"":0.9,""note"":""불투명 98%의 외전작""}",0.9,2026-06-14 22:02,,,,,,,,,,
[혚쾌] 밀회,디어문,2022-05-28,https://www.postype.com/@deermoon0228/post/12461655,X,X,"디어문 2022. 5. 28.  ·  유실물보관소 구독 [혚쾌] 밀회 세상이 불공평하다고 생각했다. 누나보다 내가 먼저였다. 내가 먼저 그사람을 알았고, 그리고 훨씬 더 사랑할텐데",글,"피폐물, 리얼물","짝사랑, 상처, 비밀연애","연하공, 짝사랑공","연상수, 상처수",새드엔딩,사제관계,"선생님수, 제자공",,,,누나와 결혼하려는 전 담임선생님 회승을 향한 승협의 애절한 짝사랑,유회승은 고등학교시절 나의 담임이었다... 그것이 마지막 밀회였다,"{""id"":""331"",""category"":""글"",""genres"":[""현대물"",""피폐물""],""keywords"":[""짝사랑"",""상처""],""top"":[""연하공"",""짝사랑공""],""bottom"":[""연상수"",""상처수""],""ending"":[""새드엔딩""],""suggested_genres"":[""사제관계""],""suggested_keywords"":[""선생님수"",""제자공""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""누나와 결혼하려는 전 담임선생님 회승을 향한 승협의 애절한 짝사랑"",""evidence"":""유회승은 고등학교시절 나의 담임이었다... 그것이 마지막 밀회였다"",""confidence"":0.9,""note"":""""}",0.9,2026-06-14 22:02,,Y,밀회,,연재중,반복제목,Y,"장르: 현대물, 피폐물 -> 현대물, 피폐물, 리얼물 / 키워드: 짝사랑, 상처 -> 짝사랑, 상처, 비밀연애",Y,"장르 현대물 제거: 현대물, 피폐물, 리얼물 -> 피폐물, 리얼물"
clone,어 나 얘네 아끼네,2022-05-18,https://www.postype.com/@woo-yoo/post/12403959,X,X,어 나 얘네 아끼네 2022. 5. 18.  ·  내가볼라고 clone 혚쾌 -복제인간 승협이 형과 나는 같은 연구를 했다 난 전공이 생명공학전문이였고 형은 신경외과였다 우린 꽤 ,글,"판타지, 피폐물, SF","비밀연애, 피폐, 사고, 죽음, 기억상실","집착공, 계략공","굴림수, 상처수",오픈엔딩,SF,복제인간,,,,사고로 죽은 회승을 복제인간으로 만들어 기억을 리셋하며 곁에 두는 승협,승협이가 결국 회승이를 복제인간으로 만들었어요... 그래서 리셋,"{""id"":""332"",""category"":""글"",""genres"":[""판타지"",""피폐물""],""keywords"":[""비밀연애"",""피폐"",""사고"",""죽음"",""기억상실""],""top"":[""집착공"",""계략공""],""bottom"":[""굴림수"",""상처수""],""ending"":[""오픈엔딩""],""suggested_genres"":[""SF""],""suggested_keywords"":[""복제인간""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""사고로 죽은 회승을 복제인간으로 만들어 기억을 리셋하며 곁에 두는 승협"",""evidence"":""승협이가 결국 회승이를 복제인간으로 만들었어요... 그래서 리셋"",""confidence"":0.95,""note"":""반전 요소가 포함된 SF 피폐물""}",0.95,2026-06-14 22:02,genre: SF,,,,,,,,,
혚쾌 SM,어 나 얘네 아끼네,2022-04-16,https://www.postype.com/@woo-yoo/post/12180979,X,O,어 나 얘네 아끼네 2022. 4. 16.  ·  내가볼라고 혚쾌 SM 취향주의 sm이예요 sm주의 밑도끝도 없이 그냥하기만 함 그와중에 끝까지 못함 보기전에 sm에 깊은 지식 없,글,현대물,피폐,강공,굴림수,,SM,,,,,승협과 회승의 SM 성향을 다룬 고수위 연성,취향주의 sm이예요 sm주의,"{""id"":""333"",""category"":""글"",""genres"":[""현대물""],""keywords"":[""피폐""],""top"":[""강공""],""bottom"":[""굴림수""],""ending"":[],""suggested_genres"":[""SM""],""suggested_keywords"":[],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""승협과 회승의 SM 성향을 다룬 고수위 연성"",""evidence"":""취향주의 sm이예요 sm주의"",""confidence"":0.85,""note"":""""}",0.85,2026-06-14 22:02,,,,,,,,,,
[혚쾌] 너의 향기에 취해서,새요,2022-04-05,https://www.postype.com/@tody-n/post/12149275,X,O,새요 2022. 4. 5.  ·  PLAYLIST [혚쾌] 너의 향기에 취해서 [스폰물] 무명배우🦊 스폰서🐰 ? 소란스러운 로비에 회승이 발걸음을 멈추고 1층을 내려다보았다. 일정,글,연예계물,스폰서,,,,,,,,,무명 배우와 스폰서의 관계를 그린 연예계 BL 소설,[스폰물] 무명배우 스폰서,"{""category"":""글"",""genres"":[""연예계물"",""현대물""],""keywords"":[""스폰서""],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""무명 배우와 스폰서의 관계를 그린 연예계 BL 소설"",""evidence"":""[스폰물] 무명배우 스폰서"",""confidence"":0.9,""note"":""미리보기에 제시된 무명배우와 스폰서 설정을 바탕으로 분류함""}",0.9,2026-06-14 20:16,,,,,,,,,Y,"장르 현대물 제거: 연예계물, 현대물 -> 연예계물"
